C;C^;D;D^;E;F;F^;G;G^;A;A^;B;
0.3868499;0.08062005;0.105501175;0.37170318;0.90716785;0.37712735;0.24919456;0.10997056;0.1082911;0.102763854;0.32869047;1.0;
0.4115644;0.114448406;0.116953604;0.41329813;0.9866368;0.38897714;0.2559143;0.118127555;0.11099137;0.10081582;0.32075253;1.0;
0.38704348;0.096155636;0.11407474;0.4229759;1.0;0.4130411;0.27789283;0.12197452;0.108847395;0.10809916;0.327453;0.95837885;
0.4036238;0.09579564;0.104851775;0.43049142;1.0;0.4116179;0.27791446;0.1209068;0.09896813;0.09848885;0.32739902;0.9412375;
0.39254737;0.09475611;0.11319741;0.42686215;1.0;0.4080637;0.2739913;0.11766431;0.100398324;0.089135386;0.30361673;0.8793777;
0.38219032;0.10349351;0.11187352;0.42880082;1.0;0.41200975;0.25762665;0.1122779;0.10358511;0.08794612;0.2956757;0.81911004;
0.38258398;0.09364858;0.11012677;0.43679518;1.0;0.40420622;0.24085607;0.11172861;0.11591266;0.092426434;0.29202044;0.8089306;
0.39211708;0.10465484;0.10448858;0.40845236;1.0;0.4206835;0.25533405;0.12588929;0.12919515;0.11715764;0.3229779;0.8420301;
0.4076281;0.10064846;0.11386666;0.42536035;1.0;0.41412735;0.23176482;0.113843456;0.11685953;0.1027622;0.32072052;0.84278744;
0.4360592;0.11832273;0.10899657;0.43422642;1.0;0.40793526;0.22194143;0.11442526;0.118403114;0.113063805;0.34085202;0.90449494;
0.4283971;0.10364114;0.1266704;0.4310498;1.0;0.39533293;0.2113948;0.1149732;0.11553589;0.11140293;0.35395855;0.9098702;
0.43954834;0.122753076;0.13741605;0.44231397;1.0;0.41336364;0.2374869;0.123683214;0.11002402;0.10746075;0.36288217;0.924065;
0.44018176;0.10909071;0.12812883;0.42338705;1.0;0.41115767;0.25382015;0.13088886;0.12255114;0.11960549;0.38726804;0.94073844;
0.45729825;0.12356984;0.15258217;0.46396813;1.0;0.39809012;0.25976127;0.13235441;0.1314264;0.11697004;0.38650766;0.95384085;
0.4660582;0.11178644;0.13329603;0.43494746;1.0;0.41338497;0.27838627;0.13502172;0.12762369;0.10983432;0.39264515;0.9649887;
0.4557503;0.10260368;0.113469504;0.43627632;1.0;0.39806175;0.283108;0.14402428;0.13512418;0.11210406;0.38766238;0.95037663;
0.48851922;0.13190971;0.14057781;0.4442129;1.0;0.420124;0.31246713;0.14692037;0.13105905;0.1146511;0.39601627;0.99875087;
0.49016443;0.13091055;0.14085634;0.40702182;0.92309695;0.38783798;0.28835902;0.13920562;0.11170141;0.10173366;0.38852617;1.0;
0.4767553;0.12966254;0.14226682;0.39706838;0.90521616;0.36478928;0.2686612;0.14317578;0.13022247;0.12457773;0.39239734;1.0;
0.47410214;0.13443306;0.12580138;0.36923978;0.84139836;0.36550546;0.26586887;0.14209414;0.13493884;0.14070731;0.3880961;1.0;
0.4530086;0.13551022;0.13249941;0.3294371;0.7509471;0.33391926;0.25691542;0.13626741;0.12235146;0.12056192;0.37884793;1.0;
0.45783275;0.14060497;0.15274584;0.3326668;0.6968384;0.29273483;0.23206776;0.1357782;0.11310029;0.116498314;0.3626998;1.0;
0.43399426;0.1244385;0.12317547;0.28764516;0.62257046;0.2720503;0.22056305;0.12329474;0.10290591;0.11039458;0.36247095;1.0;
0.4326755;0.12308879;0.10806526;0.26496783;0.5689408;0.24919361;0.21536304;0.12474399;0.10900016;0.1157714;0.35756087;1.0;
0.43110618;0.11425151;0.115427956;0.27450848;0.55351114;0.23680969;0.20698088;0.122887984;0.10840797;0.103171624;0.3533165;1.0;
0.42983806;0.124717824;0.1021025;0.2503746;0.5277052;0.24432541;0.20758386;0.11712395;0.12222065;0.11825193;0.35473883;1.0;
0.41791216;0.11518343;0.10482091;0.23824462;0.47768435;0.23410183;0.23422289;0.117814876;0.10936153;0.1089505;0.36462387;1.0;
0.42006993;0.1313914;0.11883871;0.24781227;0.4440106;0.2293385;0.23228875;0.13451448;0.12420537;0.1204738;0.36716902;1.0;
0.42164713;0.1253547;0.11446863;0.21873142;0.40970337;0.22803679;0.22326373;0.13103022;0.1326715;0.119627714;0.35934088;1.0;
0.41889828;0.1273314;0.13471897;0.21920596;0.36459473;0.20476516;0.23091856;0.12455943;0.14279366;0.142343;0.35403928;1.0;
0.41751224;0.1328358;0.12453469;0.1979738;0.35620722;0.20632955;0.22992253;0.12793955;0.13541123;0.13655032;0.35718727;1.0;
0.41535312;0.1311677;0.1105503;0.20937751;0.39339685;0.22705513;0.23295476;0.13285887;0.1320063;0.13195798;0.33642355;1.0;
0.4136372;0.13014378;0.123651035;0.24152108;0.45372272;0.24756375;0.24132209;0.13760428;0.118684255;0.12294393;0.34901515;1.0;
0.42023873;0.1195371;0.1288215;0.28231773;0.48687047;0.25604525;0.23627405;0.121870354;0.11042178;0.13031349;0.3485268;1.0;
0.40612963;0.11769266;0.120624945;0.25765774;0.48542723;0.25067148;0.21694179;0.12256006;0.10707807;0.11960476;0.33932447;1.0;
0.4146254;0.12514897;0.09613311;0.23524426;0.45932615;0.23514512;0.22882141;0.1287266;0.111267254;0.11585686;0.34264067;1.0;
0.40132186;0.1214456;0.11526718;0.23577398;0.44582352;0.22140324;0.21006401;0.12648048;0.111777686;0.11851732;0.3507718;1.0;
0.40265977;0.11453879;0.12657522;0.2526612;0.4655556;0.22794853;0.1879652;0.11897011;0.10949652;0.12857851;0.35223356;1.0;
0.4223156;0.12129386;0.10180417;0.21958944;0.48107463;0.25063542;0.2152893;0.13735336;0.119185485;0.12612526;0.36973664;1.0;
0.41438335;0.12111961;0.11993553;0.26274028;0.5180098;0.2705973;0.24149854;0.13633853;0.11894939;0.1439596;0.399184;1.0;
0.42840594;0.15087785;0.14376764;0.30688676;0.59673065;0.29793608;0.25807714;0.15156999;0.13370043;0.14199297;0.3859663;1.0;
0.44875434;0.16956915;0.15503047;0.30791566;0.6153172;0.30821282;0.25570607;0.1640509;0.14732806;0.1619921;0.4069383;1.0;
0.42395687;0.1597887;0.16239887;0.34287858;0.64815617;0.32199052;0.2735601;0.1740659;0.18464193;0.17352282;0.40483785;1.0;
0.44126874;0.15041488;0.16886435;0.38418993;0.72623396;0.32598084;0.2628258;0.17464574;0.1839651;0.17805052;0.38925308;1.0;
0.45018587;0.17216797;0.17016195;0.39311388;0.8031517;0.37668198;0.28811046;0.1829825;0.1860662;0.19687697;0.42016402;1.0;
0.48849544;0.17951398;0.19182593;0.43926033;0.8362643;0.40513667;0.34480312;0.19923583;0.1835277;0.21389407;0.43404743;1.0;
0.49280944;0.1905961;0.19936615;0.42634144;0.8699612;0.42292124;0.3554899;0.22972463;0.22160642;0.24944636;0.44918662;1.0;
0.52453446;0.19992381;0.20805642;0.48667747;0.90369636;0.4411528;0.37092516;0.22102407;0.23033819;0.25406787;0.45558405;1.0;
0.52174014;0.20902386;0.21167053;0.4650724;0.9192514;0.43409398;0.37801126;0.22107229;0.24001715;0.25936392;0.5098554;1.0;
0.5146812;0.22099966;0.2056946;0.46604192;1.0;0.5143149;0.44244054;0.2516076;0.21429503;0.25603956;0.5117817;0.99325496;
0.47338274;0.18221566;0.20430207;0.50907785;1.0;0.45803776;0.37729982;0.23555692;0.19768786;0.23216572;0.44782525;0.85247207;
0.44330275;0.18217507;0.19620462;0.49182186;1.0;0.46856079;0.34780714;0.20833029;0.19457224;0.23728968;0.43592048;0.7691656;
0.40812123;0.15887377;0.1767508;0.496925;1.0;0.43592438;0.3091329;0.20423928;0.19992018;0.22695343;0.40608814;0.718073;
0.42993647;0.17849301;0.18835059;0.500722;1.0;0.41981837;0.28573593;0.19172052;0.20830849;0.24168687;0.3911093;0.6956685;
0.38847235;0.15353273;0.16559099;0.5072306;1.0;0.421057;0.2695325;0.19275513;0.19319098;0.21214867;0.33744732;0.6645024;
0.41610005;0.16965665;0.16398689;0.48484337;1.0;0.45023718;0.29422653;0.19477159;0.16657315;0.21204592;0.33913365;0.69949305;
0.41090554;0.17205209;0.17161857;0.48177636;1.0;0.4530577;0.31452936;0.1990716;0.17636509;0.19802603;0.35620636;0.7569442;
0.40279305;0.14948693;0.16403043;0.4634433;1.0;0.44393975;0.3047071;0.1987056;0.17501976;0.17359442;0.3573495;0.78714955;
0.40440428;0.16286783;0.18173473;0.46648124;1.0;0.44326156;0.2804897;0.1844147;0.18127106;0.2077533;0.35035083;0.7985198;
0.41780078;0.17086712;0.173765;0.46784675;1.0;0.45190895;0.30873552;0.1923624;0.1680495;0.1925145;0.38195604;0.8543093;
0.46417454;0.18361478;0.1594891;0.4415495;1.0;0.46650302;0.2942014;0.17395674;0.1513295;0.17417929;0.3900182;0.92872185;
0.40906185;0.15575796;0.16449957;0.46020484;1.0;0.42789105;0.2521705;0.17555226;0.1588588;0.14625409;0.3702323;0.89799654;
0.46537372;0.17832148;0.15713814;0.45115057;1.0;0.42885366;0.26856878;0.18975957;0.1614444;0.1678048;0.39594692;0.97621876;
0.47475463;0.20762864;0.18001908;0.4473239;1.0;0.41872466;0.2559607;0.1904338;0.17460214;0.18216273;0.4252392;0.9821521;
0.49420977;0.21641846;0.17907491;0.47208536;1.0;0.42867017;0.2635136;0.18831414;0.16765556;0.17222461;0.40834686;0.94866467;
0.4330249;0.17509106;0.17132424;0.4402987;1.0;0.41895646;0.26051408;0.16506419;0.16006117;0.17565863;0.37696198;0.89026356;
0.40155962;0.16093546;0.1612036;0.4745417;1.0;0.41929084;0.25623494;0.16990331;0.14683782;0.15049341;0.36018023;0.8542281;
0.3952758;0.16717356;0.17120123;0.4526014;1.0;0.43263686;0.25853693;0.18471757;0.15005292;0.16252963;0.37294722;0.8510172;
0.43083945;0.1818943;0.16757308;0.44485658;1.0;0.42223388;0.23001704;0.17545064;0.17512058;0.1790887;0.36919335;0.8854474;
0.4431479;0.19762076;0.18101251;0.48504782;1.0;0.42781225;0.25651747;0.18758489;0.15957835;0.16844675;0.3593702;0.88165724;
0.4585514;0.19589992;0.19327706;0.44970992;1.0;0.4546273;0.2848816;0.21719494;0.18860924;0.18622237;0.38799345;0.9417632;
0.5073678;0.20175149;0.20227683;0.47697476;1.0;0.47261837;0.302483;0.24911144;0.21583307;0.20538883;0.39339462;0.99300396;
0.53023726;0.24224846;0.22427529;0.48171118;1.0;0.5042346;0.32614833;0.2630053;0.2190635;0.21701247;0.4431073;0.9900473;
0.4803904;0.2011317;0.20399311;0.46647865;0.9707841;0.48450157;0.3275836;0.24685869;0.19670564;0.20287624;0.46527815;1.0;
0.47267708;0.21838978;0.22723389;0.50841874;1.0;0.4642618;0.33347374;0.23645802;0.18248302;0.19599642;0.43931603;0.9939513;
0.47129002;0.23353933;0.22904286;0.4788093;1.0;0.47140014;0.31242642;0.22162776;0.1787055;0.18687204;0.42646712;0.93549186;
0.5506876;0.3231514;0.322569;0.53075355;1.0;0.50804335;0.42073774;0.34610993;0.2908312;0.3145299;0.4646676;0.9349407;
0.5663253;0.37351143;0.34971637;0.6332972;1.0;0.56181365;0.5206606;0.48414037;0.4078271;0.44393104;0.54599476;0.89386535;
0.5307659;0.3743702;0.37292516;0.6246365;1.0;0.6475884;0.55662453;0.50385636;0.40880865;0.4421525;0.5290931;0.8361298;
0.5588099;0.35564998;0.34613833;0.60381216;1.0;0.62016594;0.49120268;0.41121492;0.36986026;0.41470358;0.5002658;0.8337144;
0.46893048;0.3428027;0.317049;0.54794985;1.0;0.5175761;0.34987566;0.32880962;0.332656;0.38521406;0.47587484;0.7585636;
0.56194127;0.35678902;0.31671217;0.56331563;1.0;0.4907316;0.3851451;0.3581302;0.3492447;0.36313424;0.5099951;0.8539719;
0.56589055;0.30753133;0.3236951;0.5488995;1.0;0.5096377;0.40417272;0.36499944;0.33951935;0.3367371;0.503466;0.9074338;
0.5834161;0.31861797;0.2953681;0.5015135;1.0;0.5529975;0.40215385;0.29646528;0.27451205;0.2990322;0.4853953;0.87463945;
0.6877026;0.48835137;0.5498804;0.5974582;0.93852854;0.7555102;0.73230416;0.5933444;0.55974144;0.6157933;0.82398707;1.0;
0.5670693;0.37456608;0.4635574;0.55465966;0.7291318;0.63845944;0.6440565;0.72373694;0.50271744;0.4312052;0.6438093;1.0;
0.54044783;0.30759352;0.35746482;0.48303163;0.77261454;0.5001964;0.48428875;0.77133334;0.47709644;0.33261505;0.4922003;1.0;
0.57256585;0.28831384;0.30406493;0.40675044;0.8001535;0.44188532;0.39522022;0.6939225;0.45621037;0.2856599;0.43357113;1.0;
0.57591677;0.26060885;0.28781068;0.34911636;0.6917407;0.35436705;0.33448163;0.5766961;0.38019955;0.21872061;0.3580354;1.0;
0.5473791;0.22923397;0.26947266;0.30238625;0.68717515;0.3365391;0.3023361;0.59509045;0.37513041;0.20476153;0.34444314;1.0;
0.5018988;0.2191804;0.23463544;0.29388094;0.6939068;0.32813764;0.32421628;0.6214758;0.36032337;0.18605563;0.32416612;1.0;
0.5331829;0.22152609;0.23963125;0.26929304;0.6580798;0.3138036;0.30668366;0.61602706;0.3515729;0.16397113;0.3243464;1.0;
0.5530958;0.23987973;0.2451109;0.24680638;0.56904906;0.27937043;0.29924703;0.6324118;0.33540648;0.15960033;0.32177567;1.0;
0.535883;0.24471329;0.25995737;0.23777874;0.53623295;0.26353353;0.26840603;0.6219062;0.30664253;0.15552393;0.32155237;1.0;
0.5602902;0.2362823;0.2190548;0.22316141;0.52485037;0.23757307;0.24970481;0.5777729;0.28397506;0.13382158;0.29538435;1.0;
0.5727022;0.23889251;0.215877;0.21951103;0.51862395;0.22785713;0.22767895;0.5439872;0.26897198;0.1227772;0.29906854;1.0;
0.5709291;0.23584746;0.22620125;0.21495569;0.54326904;0.23265943;0.23345245;0.57501173;0.27852604;0.13420066;0.30621377;1.0;
0.5678264;0.2378013;0.23050278;0.20566423;0.50771755;0.21925618;0.23196065;0.5786761;0.2744559;0.1339212;0.30205795;1.0;
0.58553296;0.24245293;0.21596918;0.18754546;0.4496988;0.19691496;0.21804045;0.5697227;0.26966494;0.12701163;0.29151917;1.0;
0.5970719;0.24686012;0.22942036;0.17089722;0.3845501;0.17774194;0.2119684;0.5528221;0.24752484;0.120228365;0.30417296;1.0;
0.5703934;0.2482594;0.2378982;0.1659574;0.35055298;0.17187776;0.19880114;0.5198284;0.23528436;0.1157473;0.30405414;1.0;
0.5990123;0.2702323;0.25272936;0.16896182;0.36762717;0.17406039;0.20439845;0.50024164;0.23345008;0.120288596;0.31004313;1.0;
0.5851971;0.25740007;0.23538727;0.1819893;0.38136894;0.16528441;0.18389627;0.4447513;0.19893987;0.11009095;0.30473498;1.0;
0.5595127;0.24900688;0.21806774;0.17617281;0.40343776;0.16781102;0.18248232;0.44437185;0.18858455;0.10055917;0.30822164;1.0;
0.5542903;0.24372089;0.2285916;0.18805969;0.4072642;0.1722673;0.17468564;0.47962144;0.19620098;0.109597646;0.30658737;1.0;
0.55721205;0.24151468;0.23689649;0.1968096;0.4276786;0.18209065;0.18171936;0.5402929;0.20608391;0.101459205;0.29908547;1.0;
0.52585024;0.2451653;0.21799406;0.20991185;0.4888673;0.19795468;0.1911249;0.573222;0.2050995;0.09902945;0.29889515;1.0;
0.51006746;0.22432978;0.20231105;0.21364737;0.53823924;0.20545882;0.2105228;0.64032435;0.22012661;0.100643955;0.29222086;1.0;
0.5087428;0.22239079;0.20639606;0.22727923;0.59042895;0.21360804;0.22103365;0.69474477;0.23531272;0.09963576;0.29294828;1.0;
0.5181762;0.24603076;0.20748767;0.24778706;0.6321768;0.24309748;0.22429267;0.6974592;0.23770437;0.09729502;0.2845804;1.0;
0.53586346;0.28695184;0.2849472;0.29052427;0.6046295;0.320428;0.29779;0.6388827;0.29059482;0.25590104;0.4394658;1.0;
0.59065235;0.39759493;0.34819403;0.34517267;0.5219539;0.40506035;0.46872893;0.69180495;0.529714;0.47062922;0.56411356;1.0;
0.68889356;0.49509728;0.44998217;0.50174177;0.6350623;0.46236324;0.7001851;1.0;0.64132863;0.47388583;0.5443873;0.96635944;
0.6428182;0.3793216;0.3613628;0.4497243;0.6497413;0.4251932;0.68175316;1.0;0.5410192;0.3406781;0.40895128;0.84208125;
0.58349824;0.3214157;0.27714422;0.37035078;0.59732085;0.34008482;0.6173553;1.0;0.5506281;0.30613583;0.39207664;0.7904787;
0.53789574;0.27099195;0.25697356;0.35588527;0.5721779;0.3123477;0.5940223;1.0;0.48321077;0.23594889;0.38967195;0.7760903;
0.56214935;0.27269968;0.24907929;0.34718567;0.5833004;0.30358055;0.557375;1.0;0.50589037;0.22196674;0.39080793;0.8417302;
0.57925284;0.2839087;0.26547933;0.33208185;0.59290326;0.28976512;0.5333151;1.0;0.5014433;0.2003511;0.38326055;0.8602381;
0.6493744;0.30937937;0.27572247;0.32733256;0.59505975;0.281551;0.53325135;0.9992033;0.48512518;0.18649013;0.3808612;1.0;
0.6757329;0.31651598;0.27104685;0.3184904;0.55416757;0.273764;0.5052743;0.98367447;0.46395028;0.17967257;0.35236436;1.0;
0.6798447;0.31434724;0.28541315;0.3417369;0.59380513;0.2866637;0.4823202;1.0;0.47533593;0.19476663;0.35233033;0.97261393;
0.69157195;0.3093036;0.27440825;0.33735037;0.58720887;0.2861675;0.48494294;0.9179342;0.43318504;0.19240004;0.36169964;1.0;
0.6983246;0.30803123;0.2885695;0.35429904;0.63128513;0.30240694;0.4763917;0.88327837;0.42670825;0.18377103;0.35671496;1.0;
0.68798286;0.3195583;0.3202075;0.33572146;0.6094009;0.39867762;0.47360644;0.8258851;0.43340915;0.19826747;0.391083;1.0;
0.69795084;0.32361567;0.27955246;0.288399;0.5717523;0.3502948;0.42926162;0.75936687;0.39745304;0.19319293;0.38213274;1.0;
0.7059676;0.3171957;0.24863319;0.24290636;0.45117357;0.21347181;0.3526458;0.6773885;0.29996863;0.15554534;0.3509524;1.0;
0.7585334;0.32702073;0.24054913;0.2336605;0.4178137;0.186064;0.30934379;0.6342768;0.28297588;0.15036586;0.3397766;1.0;
0.7700468;0.3307189;0.25420475;0.2386639;0.42006722;0.18539268;0.27919072;0.5456829;0.2510362;0.14478734;0.32889563;1.0;
0.7467533;0.3484385;0.2753372;0.3069451;0.47208965;0.28923592;0.27425864;0.4905889;0.2471669;0.17590699;0.3518538;1.0;
0.61722845;0.37087044;0.34494653;0.36804992;0.6181223;0.38221222;0.27247822;0.5229116;0.36345553;0.21244638;0.41910416;1.0;
0.57946366;0.4435249;0.501699;0.48316753;0.60903895;0.37496552;0.34810644;0.5986441;0.5927926;0.41543034;0.55908227;1.0;
0.67800134;0.49350908;0.6021978;0.58027786;0.7357415;0.47923592;0.5212994;0.90029746;0.82602286;0.6759561;0.7550212;1.0;
0.5741526;0.36209685;0.42098022;0.4168366;0.56607735;0.35446355;0.518585;1.0;0.7707743;0.5260038;0.6284608;0.8459618;
0.41452253;0.24986993;0.28785577;0.33724317;0.4688504;0.3296759;0.57622445;1.0;0.61603165;0.30895525;0.40639883;0.66050446;
0.3664575;0.2065795;0.24837874;0.277291;0.3924769;0.27225533;0.5133824;1.0;0.6424803;0.25638464;0.33557743;0.6322517;
0.36201695;0.19776537;0.24157824;0.25183955;0.37498716;0.26071188;0.46907148;1.0;0.62802076;0.22795889;0.32298732;0.65369356;
0.35631478;0.20200534;0.25228733;0.27419576;0.395456;0.24366774;0.45608068;1.0;0.6612764;0.25081164;0.34045944;0.70404816;
0.4022427;0.23064622;0.2894473;0.29179788;0.46340197;0.265503;0.43655497;1.0;0.67194605;0.27626276;0.36383024;0.7698852;
0.47284317;0.2636497;0.2885092;0.3096428;0.51996285;0.30305284;0.47809806;1.0;0.65679693;0.29326245;0.36991432;0.8602513;
0.49616107;0.26081342;0.27467453;0.3233936;0.5395652;0.3108749;0.47454575;1.0;0.6373322;0.278755;0.36091283;0.84718436;
0.5333029;0.27591804;0.29677075;0.34493092;0.56075835;0.29863662;0.44633216;1.0;0.6326966;0.27141187;0.36578676;0.8796167;
0.5754089;0.2798727;0.29598764;0.34346732;0.55668914;0.30910954;0.4268521;1.0;0.6401396;0.28473848;0.3677088;0.9182865;
0.60928875;0.31740516;0.3553121;0.38853183;0.51567364;0.38464934;0.46983618;1.0;0.65934944;0.32459858;0.43564272;0.9725093;
0.5635339;0.36598146;0.4015914;0.4121672;0.63323385;0.4626298;0.53985757;0.9508958;0.6976383;0.4289543;0.57938826;1.0;
0.6558987;0.44859436;0.4514511;0.4417602;0.7738185;0.54773873;0.6304308;0.9703262;0.7876933;0.5664059;0.6478072;1.0;
0.47773373;0.272562;0.2803798;0.29781833;0.4392558;0.32346413;0.5845755;1.0;0.5999807;0.34183282;0.40599328;0.69147015;
0.3637509;0.17475837;0.16874696;0.22565357;0.3613835;0.27983445;0.553935;1.0;0.5555435;0.22221549;0.28007862;0.58287936;
0.30506396;0.14185587;0.13546975;0.18927555;0.3040071;0.22120881;0.49091655;1.0;0.57443565;0.19921927;0.23028767;0.4918147;
0.34203708;0.1626688;0.1508836;0.19442387;0.3469055;0.24358875;0.44487664;1.0;0.58029354;0.1840274;0.24153753;0.57165897;
0.40007535;0.20652369;0.19314024;0.23666139;0.38253194;0.26116168;0.44486073;1.0;0.59120286;0.21354644;0.27661553;0.6286266;
0.46265197;0.26006255;0.3268519;0.33863938;0.4472538;0.4049291;0.4998706;1.0;0.67877144;0.36103445;0.3929829;0.66610503;
0.41248685;0.33113486;0.44053584;0.4124749;0.5512599;0.5336511;0.62804943;1.0;0.7349714;0.5389453;0.5464109;0.66538984;
0.37795004;0.29409772;0.3231685;0.31612086;0.4993502;0.4307075;0.63795084;1.0;0.63285434;0.38889587;0.37162384;0.59038645;
0.32369283;0.21978934;0.24726978;0.2610127;0.42145488;0.33598953;0.5880613;1.0;0.5390082;0.2646346;0.2516823;0.48831025;
0.34002286;0.20614043;0.2377607;0.24520364;0.38165635;0.30562636;0.57989156;1.0;0.54833573;0.23194194;0.22792989;0.5116604;
0.38074234;0.2155639;0.25291863;0.24843751;0.45511258;0.30428734;0.4967811;1.0;0.5935504;0.20883214;0.217589;0.540693;
0.42398566;0.22703196;0.28455967;0.25675347;0.50579435;0.31758216;0.48072866;1.0;0.5837712;0.20532633;0.24238412;0.6217772;
0.42869723;0.227377;0.2790389;0.24338533;0.5029018;0.29849494;0.45627046;1.0;0.56153077;0.19019341;0.24407484;0.6422387;
0.43146884;0.22626555;0.2771281;0.25249368;0.53275436;0.3069794;0.4589654;1.0;0.5282404;0.16281752;0.22344154;0.6103995;
0.44809377;0.23329383;0.26745227;0.2655497;0.56821686;0.30986023;0.42996222;1.0;0.5152303;0.15043896;0.21009874;0.5839038;
0.4599073;0.23644069;0.2807947;0.29557514;0.6102849;0.31625453;0.4117281;1.0;0.50200814;0.15140319;0.21751629;0.5842484;
0.47702044;0.24661916;0.2834486;0.32426453;0.6565362;0.32232308;0.40011197;1.0;0.47403398;0.14720565;0.20910159;0.5910368;
0.5169469;0.25161383;0.28531206;0.3337886;0.696311;0.33046234;0.4013736;1.0;0.4667615;0.13525158;0.20659716;0.6181581;
0.5410985;0.31792897;0.34847796;0.35550308;0.7595541;0.39300495;0.4399421;1.0;0.50464;0.19587097;0.27107003;0.68603957;
0.59277177;0.48316842;0.6200949;0.6068662;0.803697;0.6360356;0.5496009;1.0;0.7274928;0.5522532;0.5683716;0.79730153;
0.65736794;0.53172904;0.7511275;0.7433698;0.90008324;0.83867306;0.6676148;1.0;0.9413081;0.7705393;0.7308278;0.8881134;
0.47905335;0.40840507;0.52606654;0.60450524;0.8857616;0.8332046;0.774851;1.0;0.7782833;0.53467697;0.5929362;0.77144593;
0.39924115;0.2955803;0.35371736;0.4894901;0.8092955;0.57980746;0.7497634;1.0;0.6177782;0.30778122;0.35699454;0.60789496;
0.424062;0.25608087;0.26277605;0.39960566;0.7368263;0.50521487;0.71275413;1.0;0.61932236;0.2699283;0.2898129;0.5755038;
0.513846;0.2852039;0.28419784;0.41530672;0.78578305;0.5004027;0.6600383;1.0;0.68568134;0.2686078;0.28713197;0.68229383;
0.56522626;0.270622;0.31376988;0.45408282;0.90675324;0.5745706;0.61599815;1.0;0.7167969;0.29682186;0.32220104;0.85253584;
0.6121723;0.34530923;0.3590881;0.5066481;0.88330436;0.5738762;0.5909985;1.0;0.6933665;0.3116898;0.39404687;0.9029032;
0.652238;0.38072228;0.38493803;0.50130236;0.7852144;0.58634216;0.6489995;1.0;0.7051288;0.35161564;0.4488587;0.98720974;
0.56735307;0.3334993;0.38965872;0.46022055;0.76619184;0.59004337;0.5976278;0.97484374;0.6588085;0.37453204;0.4761112;1.0;
0.6068242;0.34385097;0.38270345;0.43620008;0.77098775;0.52065456;0.5009861;0.94041795;0.66087925;0.37790528;0.47318232;1.0;
0.612953;0.31024864;0.37301278;0.43669793;0.6834775;0.44345635;0.52510774;0.9171181;0.5825142;0.32414955;0.48488742;1.0;
0.6500545;0.31007493;0.34391683;0.32724383;0.5313604;0.4224173;0.55843484;1.0;0.5790013;0.30303088;0.40742218;0.88565624;
0.6983301;0.35698846;0.39012673;0.32730007;0.55575186;0.4456086;0.5043044;1.0;0.59826857;0.32789;0.3556991;0.69295067;
0.76304704;0.47733417;0.5374044;0.45119014;0.6967801;0.64022076;0.6420953;1.0;0.6908606;0.63936615;0.6341244;0.87715614;
0.54717875;0.4889645;0.58164257;0.46308827;0.63553876;0.6157785;0.73872995;0.92451316;0.73028123;1.0;0.83461994;0.84426224;
0.38731962;0.34062743;0.4191856;0.3348045;0.453239;0.45929626;0.75123054;1.0;0.7748843;0.81496114;0.5817118;0.5040643;
0.27968842;0.24869207;0.304761;0.23583265;0.34368715;0.3750706;0.7066984;1.0;0.6261872;0.65576017;0.3760609;0.32097307;
0.22670498;0.20734912;0.29561415;0.22593923;0.28784382;0.29186994;0.65342355;1.0;0.6732652;0.5801115;0.34133333;0.3222174;
0.20686099;0.20441976;0.3348284;0.23650423;0.27253908;0.2511563;0.5980225;1.0;0.71785414;0.648688;0.37615645;0.3397681;
0.24367926;0.23930924;0.4353464;0.37593406;0.44900444;0.3213915;0.601626;1.0;0.7510252;0.74006885;0.4009181;0.45783353;
0.3306107;0.33022845;0.47497076;0.45765758;0.56241184;0.3665837;0.62072706;1.0;0.7454738;0.7249451;0.5543399;0.6587215;
0.4161899;0.33157423;0.4760016;0.38836715;0.45016274;0.34471908;0.6305085;0.9640253;0.69867057;0.75227857;0.715673;1.0;
0.36651242;0.26026648;0.41141197;0.31292832;0.3602962;0.25699523;0.56006515;0.86242974;0.65826666;0.66705143;0.54677796;1.0;
0.34832373;0.26435003;0.381493;0.28527632;0.3418195;0.22782736;0.534883;0.78471786;0.55562234;0.6314062;0.57370114;1.0;
0.4506565;0.3817048;0.5035242;0.37729844;0.3892006;0.24463165;0.5281802;0.7685932;0.71173126;0.7277475;0.5714098;1.0;
0.4827736;0.6394779;0.773671;0.50237274;0.5810138;0.37956116;0.59833175;0.7382744;0.74230534;1.0;0.79953295;0.94313055;
0.34646836;0.45186874;0.5724348;0.40718716;0.4308178;0.29323047;0.44124195;0.45337325;0.6485684;1.0;0.60345364;0.5157312;
0.44260627;0.58157814;0.56606734;0.5127591;0.4960293;0.4449671;0.49220708;0.45406103;0.7791133;1.0;0.65571624;0.5021782;
0.38257676;0.5256291;0.5307262;0.518191;0.537769;0.5064388;0.5229352;0.5283377;0.840366;1.0;0.5288194;0.3767708;
0.39934134;0.57815135;0.6331196;0.50519294;0.4720956;0.60131174;0.75858885;0.5459254;0.68973315;1.0;0.5425023;0.3556194;
0.35828894;0.55707234;0.623084;0.39740992;0.40542445;0.53867966;0.8000523;0.4341123;0.5480482;1.0;0.5120456;0.29038295;
0.29628107;0.49887735;0.62442285;0.3736824;0.36344248;0.38761997;0.7132719;0.33488798;0.479394;1.0;0.493674;0.25209633;
